,FULL NAME,TEAM,POS,AGE,PPG,APG,MPG,RPG,SPG,BPG,season,Salary
0,Bismack Biyombo,Orl,C,25.0,5.7,0.8,18.2,5.7,0.26,1.16,2017-2018,17000000.0
1,Patrick Patterson,Okc,PF,28.0,3.9,0.7,15.5,2.3,0.59,0.28,2017-2018,5192000.0
2,Andrew Wiggins,Min,SF,22.0,17.7,2.0,36.3,4.4,1.11,0.62,2017-2018,7574323.0
3,Marcin Gortat,Was,C,33.0,8.4,1.8,25.3,7.6,0.49,0.74,2017-2018,12782609.0
4,Raymond Felton,Okc,PG,33.0,6.9,2.5,16.6,1.9,0.6,0.2,2017-2018,1471382.0
5,Tyus Jones,Min,PG,21.0,5.1,2.8,17.9,1.6,1.16,0.06,2017-2018,1471382.0
6,E'Twaun Moore,Nor,SG,28.0,12.5,2.3,31.5,2.9,0.94,0.13,2017-2018,8445024.0
7,Khris Middleton,Mil,PF,26.0,20.1,4.0,36.4,5.2,1.45,0.26,2017-2018,1300000.0
8,Dragan Bender,Pho,PF,20.0,6.5,1.6,25.2,4.4,0.27,0.65,2017-2018,4468800.0
9,Bradley Beal,Was,SG,24.0,22.6,4.5,36.3,4.4,1.18,0.44,2017-2018,25434263.0
10,Dillon Brooks,Mem,SF,22.0,11.0,1.6,28.7,3.1,0.89,0.21,2017-2018,815615.0
11,Taj Gibson,Min,PF,32.0,12.2,1.2,33.2,7.1,0.76,0.72,2017-2018,14000000.0
12,Darius Miller,Nor,SF,27.0,7.8,1.4,23.7,2.0,0.34,0.21,2017-2018,2100000.0
13,Taurean Prince,Atl,SF,23.0,14.1,2.6,30.0,4.7,1.04,0.51,2017-2018,2526840.0
14,Karl-Anthony Towns,Min,C,22.0,21.3,2.4,35.6,12.4,0.78,1.41,2017-2018,6216840.0
15,Julius Randle,Lal,PF,23.0,16.1,2.6,26.7,8.0,0.52,0.55,2017-2018,4149242.0
16,Patty Mills,San,PG,29.0,10.0,2.8,25.7,1.9,0.67,0.13,2017-2018,10714286.0
17,Cory Joseph,Ind,SG,26.0,7.9,3.2,27.0,3.2,0.98,0.23,2017-2018,7945000.0
18,Yogi Ferrell,Dal,PG,24.0,10.2,2.5,27.8,3.0,0.78,0.11,2017-2018,1312611.0
19,Pat Connaughton,Por,SG,25.0,5.4,1.1,18.1,2.0,0.28,0.27,2017-2018,1471382.0
20,Jakob Poeltl,Tor,C,22.0,6.9,0.7,18.6,4.8,0.48,1.22,2017-2018,2947320.0
21,Joe Ingles,Uta,SF,30.0,11.5,4.8,31.4,4.2,1.1,0.24,2017-2018,14136364.0
22,Ish Smith,Det,PG,29.0,10.9,4.4,24.9,2.7,0.78,0.24,2017-2018,6000000.0
23,Will Barton,Den,SG,27.0,15.7,4.1,33.1,5.0,1.01,0.64,2017-2018,3533333.0
24,Kelly Oubre Jr.,Was,SF,22.0,11.8,1.2,27.5,4.5,0.99,0.43,2017-2018,3208630.0
25,Jamal Murray,Den,SG,20.0,16.7,3.4,31.7,3.7,0.98,0.35,2017-2018,3355320.0
26,Dejounte Murray,San,PG,21.0,8.1,2.9,21.5,5.7,1.2,0.38,2017-2018,1312611.0
27,Ben Simmons,Phi,PG,21.0,15.8,8.2,33.7,8.1,1.73,0.86,2017-2018,6434520.0
28,Josh Richardson,Mia,SG,24.0,12.9,2.8,33.2,3.5,1.49,0.91,2017-2018,9367200.0
29,Pascal Siakam,Tor,PF,23.0,7.3,2.0,20.7,4.5,0.77,0.52,2017-2018,1544951.0
30,Jerami Grant,Okc,SF,23.0,8.4,0.7,20.3,3.9,0.38,0.95,2017-2018,1524305.0
31,Jrue Holiday,Nor,PG,27.0,19.0,6.0,36.1,4.5,1.52,0.79,2017-2018,25686667.0
32,CJ McCollum,Por,SG,26.0,21.4,3.4,36.1,4.0,0.95,0.43,2017-2018,23962573.0
33,Thaddeus Young,Ind,PF,29.0,11.8,1.9,32.2,6.3,1.67,0.44,2017-2018,13964045.0
34,Dwight Howard,Cha,C,32.0,16.6,1.3,30.4,12.5,0.59,1.62,2017-2018,23819725.0
35,Jeremy Lamb,Cha,SG,25.0,12.9,2.3,24.6,4.1,0.76,0.4,2017-2018,7488372.0
36,Bojan Bogdanovic,Ind,SF,28.0,14.3,1.5,30.8,3.4,0.69,0.1,2017-2018,10500000.0
37,Kemba Walker,Cha,PG,27.0,22.1,5.6,34.2,3.1,1.14,0.3,2017-2018,12000000.0
38,Buddy Hield,Sac,SG,24.0,13.5,1.9,25.3,3.8,1.06,0.28,2017-2018,3675480.0
39,JR Smith,Cle,SG,32.0,8.3,1.8,28.1,2.9,0.85,0.14,2017-2018,14720000.0
40,Bryn Forbes,San,SG,24.0,6.9,1.0,19.0,1.4,0.35,0.03,2017-2018,1312611.0
41,Spencer Dinwiddie,Bro,PG,24.0,12.6,6.6,28.8,3.2,0.86,0.29,2017-2018,1656092.0
42,Terry Rozier,Bos,PG,23.0,11.3,2.9,25.9,4.7,1.0,0.24,2017-2018,1988520.0
43,DeMar DeRozan,Tor,SG,28.0,23.0,5.2,33.9,3.9,1.06,0.28,2017-2018,27739975.0
44,Jayson Tatum,Bos,SF,19.0,13.9,1.6,30.5,5.0,1.04,0.73,2017-2018,5645400.0
45,Russell Westbrook,Okc,PG,29.0,25.4,10.3,36.4,10.1,1.84,0.25,2017-2018,28530608.0
46,Nick Young,Gol,SG,32.0,7.3,0.5,17.4,1.6,0.48,0.09,2017-2018,5192000.0
47,Robert Covington,Phi,SF,27.0,12.6,2.0,31.6,5.4,1.71,0.9,2017-2018,10464092.0
48,Jamal Crawford,Min,SG,37.0,10.3,2.3,20.7,1.2,0.5,0.11,2017-2018,4328000.0
49,Donovan Mitchell,Uta,SG,21.0,20.5,3.7,33.4,3.7,1.49,0.34,2017-2018,2621280.0
50,Jusuf Nurkic,Por,C,23.0,14.3,1.8,26.4,9.0,0.81,1.39,2017-2018,2947305.0
51,Troy Daniels,Pho,SG,26.0,8.9,0.6,20.5,1.6,0.33,0.06,2017-2018,3408520.0
52,Dwight Powell,Dal,C,26.0,8.5,1.2,21.2,5.6,0.85,0.41,2017-2018,9003125.0
53,Lou Williams,Lac,SG,31.0,22.6,5.3,32.8,2.5,1.08,0.24,2017-2018,7000000.0
54,Paul George,Okc,SF,27.0,21.9,3.3,36.6,5.7,2.04,0.49,2017-2018,19508958.0
55,Evan Turner,Por,SG,29.0,8.2,2.2,25.7,3.1,0.59,0.37,2017-2018,17131148.0
56,Frank Kaminsky,Cha,C,24.0,11.1,1.6,23.2,3.6,0.46,0.25,2017-2018,3627842.0
57,Anthony Tolliver,Det,PF,32.0,8.9,1.1,22.2,3.1,0.41,0.27,2017-2018,3290000.0
58,Gorgui Dieng,Min,PF,28.0,5.9,0.9,16.9,4.6,0.57,0.49,2017-2018,14112360.0
59,Andre Drummond,Det,C,24.0,15.0,3.0,33.7,16.0,1.46,1.63,2017-2018,25434263.0
60,Marvin Williams,Cha,PF,31.0,9.5,1.2,25.7,4.7,0.72,0.49,2017-2018,14087500.0
61,Carmelo Anthony,Okc,SF,33.0,16.2,1.3,32.1,5.8,0.6,0.63,2017-2018,26243760.0
62,Kyle Lowry,Tor,PG,31.0,16.2,6.9,32.2,5.6,1.09,0.24,2017-2018,31200000.0
63,Dario Saric,Phi,PF,23.0,14.6,2.6,29.6,6.7,0.65,0.26,2017-2018,2526840.0
64,Bogdan Bogdanovic,Sac,SG,25.0,11.8,3.3,27.9,2.9,0.92,0.21,2017-2018,9412280.0
65,Frank Ntilikina,Nyk,PG,19.0,5.9,3.2,21.9,2.3,0.85,0.23,2017-2018,4155720.0
66,Ed Davis,Por,PF,28.0,5.3,0.5,18.9,7.4,0.41,0.67,2017-2018,6352531.0
67,Davis Bertans,San,PF,25.0,5.9,1.0,14.1,2.0,0.34,0.36,2017-2018,1312611.0
68,Otto Porter Jr.,Was,SF,24.0,14.7,2.0,31.6,6.4,1.51,0.53,2017-2018,26011913.0
69,Jodie Meeks,Was,SG,30.0,6.3,0.9,14.5,1.6,0.38,0.05,2017-2018,3454500.0
70,DeAndre Jordan,Lac,C,29.0,12.0,1.5,31.5,15.2,0.51,0.92,2017-2018,22642350.0
71,Jonas Valanciunas,Tor,C,25.0,12.7,1.1,22.4,8.6,0.38,0.9,2017-2018,16539326.0
72,Ricky Rubio,Uta,PG,27.0,13.1,5.3,29.3,4.6,1.57,0.14,2017-2018,14275000.0
73,Derrick Favors,Uta,PF,26.0,12.3,1.3,28.0,7.2,0.7,1.06,2017-2018,12000000.0
74,Josh Jackson,Pho,SF,20.0,13.1,1.5,25.4,4.6,1.04,0.45,2017-2018,5090040.0
75,Pau Gasol,San,C,37.0,10.1,3.1,23.5,8.0,0.31,1.03,2017-2018,16000000.0
76,Dirk Nowitzki,Dal,PF,39.0,12.0,1.6,24.7,5.7,0.56,0.58,2017-2018,5000000.0
77,Harrison Barnes,Dal,SF,25.0,18.9,2.0,34.2,6.1,0.64,0.18,2017-2018,23112004.0
78,Ian Mahinmi,Was,C,31.0,4.8,0.7,14.9,4.1,0.49,0.55,2017-2018,15944154.0
79,Denzel Valentine,Chi,SG,24.0,10.2,3.2,27.2,5.1,0.84,0.14,2017-2018,2280600.0
80,Kyle Kuzma,Lal,PF,22.0,16.1,1.8,31.2,6.3,0.64,0.44,2017-2018,1423560.0
81,Serge Ibaka,Tor,PF,28.0,12.6,0.8,27.5,6.3,0.38,1.3,2017-2018,21666667.0
82,Steven Adams,Okc,C,24.0,13.9,1.2,32.7,9.0,1.21,1.03,2017-2018,22471910.0
83,Courtney Lee,Nyk,SG,32.0,12.0,2.4,30.4,2.9,1.05,0.22,2017-2018,12253780.0
84,T.J. McConnell,Phi,PG,25.0,6.3,4.0,22.5,3.0,1.21,0.17,2017-2018,1600520.0
85,Kelly Olynyk,Mia,C,26.0,11.5,2.7,23.4,5.7,0.82,0.46,2017-2018,12537527.0
86,Montrezl Harrell,Lac,PF,24.0,11.0,1.0,17.0,4.0,0.47,0.68,2017-2018,1471382.0
87,John Henson,Mil,C,27.0,8.8,1.5,25.9,6.8,0.59,1.43,2017-2018,11327466.0
88,Goran Dragic,Mia,PG,31.0,17.3,4.8,31.7,4.1,0.84,0.16,2017-2018,18109175.0
89,Victor Oladipo,Ind,SG,25.0,23.1,4.3,34.0,5.2,2.35,0.76,2017-2018,21000000.0
90,Tony Snell,Mil,SF,26.0,6.9,1.3,27.4,1.9,0.63,0.37,2017-2018,10607143.0
91,Alex Abrines,Okc,SG,24.0,4.7,0.4,15.1,1.5,0.51,0.11,2017-2018,5725000.0
92,Anthony Davis,Nor,PF,24.0,28.1,2.3,36.4,11.1,1.53,2.57,2017-2018,23775506.0
93,Giannis Antetokounmpo,Mil,PF,23.0,26.9,4.8,36.8,10.0,1.45,1.41,2017-2018,24157303.0
94,Allen Crabbe,Bro,SG,25.0,13.2,1.6,29.3,4.3,0.63,0.48,2017-2018,18500000.0
95,Nikola Jokic,Den,PF,22.0,18.5,6.1,32.6,10.7,1.2,0.81,2017-2018,1471382.0
96,D.J. Augustin,Orl,PG,30.0,10.2,3.8,23.5,2.1,0.71,0.0,2017-2018,7250000.0
97,LaMarcus Aldridge,San,PF,32.0,23.1,2.0,33.4,8.5,0.57,1.2,2017-2018,21461010.0
98,Shabazz Napier,Por,PG,26.0,8.7,2.0,20.8,2.3,1.09,0.19,2017-2018,2361360.0
99,Wilson Chandler,Den,SF,30.0,10.0,2.1,31.7,5.4,0.58,0.53,2017-2018,12016854.0
100,Kentavious Caldwell-Pope,Lal,SG,24.0,13.4,2.2,33.2,5.2,1.45,0.22,2017-2018,17745894.0
101,Domantas Sabonis,Ind,PF,21.0,11.6,2.0,24.5,7.7,0.54,0.43,2017-2018,2659800.0
102,Jerian Grant,Chi,PG,25.0,8.4,4.6,22.8,2.3,0.85,0.11,2017-2018,2639314.0
103,Michael Kidd-Gilchrist,Cha,SF,24.0,9.2,1.0,25.0,4.1,0.69,0.43,2017-2018,13000000.0
104,Mason Plumlee,Den,C,27.0,7.1,1.9,19.5,5.4,0.66,1.09,2017-2018,14041096.0
105,Brook Lopez,Lal,C,29.0,13.0,1.7,23.4,4.0,0.39,1.32,2017-2018,22642650.0
106,Ian Clark,Nor,SG,26.0,7.4,1.5,19.7,1.7,0.45,0.14,2017-2018,1471382.0
107,OG Anunoby,Tor,SF,20.0,5.9,0.7,20.0,2.5,0.7,0.19,2017-2018,2034120.0
108,John Collins,Atl,PF,20.0,10.5,1.3,24.1,7.3,0.64,1.08,2017-2018,2299080.0
109,Kyle Anderson,San,SG,24.0,7.9,2.7,26.7,5.4,1.55,0.82,2017-2018,2151704.0
110,Wesley Johnson,Lac,SF,30.0,5.4,0.8,20.1,2.9,1.03,0.84,2017-2018,5882260.0
111,Thon Maker,Mil,PF,20.0,4.8,0.6,16.7,3.0,0.51,0.72,2017-2018,2799720.0
112,Clint Capela,Hou,C,23.0,13.9,0.9,27.5,10.8,0.78,1.86,2017-2018,2334528.0
113,Jonas Jerebko,Uta,PF,30.0,5.8,0.6,15.3,3.3,0.32,0.16,2017-2018,4000000.0
114,Lance Thomas,Nyk,PF,29.0,4.1,0.6,18.5,2.4,0.41,0.19,2017-2018,7119650.0
115,Luke Kennard,Det,SG,21.0,7.6,1.7,20.0,2.4,0.6,0.18,2017-2018,3275280.0
116,Damian Lillard,Por,PG,27.0,26.9,6.6,36.6,4.5,1.05,0.37,2017-2018,26153057.0
117,Willie Cauley-Stein,Sac,C,24.0,12.8,2.4,28.0,7.0,1.05,0.92,2017-2018,3704160.0
118,Sam Dekker,Lac,SF,23.0,4.2,0.5,12.1,2.4,0.33,0.12,2017-2018,1794600.0
119,David West,Gol,PF,37.0,6.8,1.9,13.7,3.3,0.64,1.03,2017-2018,1471382.0
120,Semi Ojeleye,Bos,PF,23.0,2.7,0.3,15.8,2.2,0.29,0.05,2017-2018,1291892.0
121,De'Aaron Fox,Sac,PG,20.0,11.6,4.4,27.7,2.8,0.96,0.27,2017-2018,4609200.0
122,Klay Thompson,Gol,SG,27.0,20.0,2.5,34.3,3.8,0.75,0.48,2017-2018,17826150.0
123,Tomas Satoransky,Was,SG,26.0,7.2,3.9,22.5,3.2,0.7,0.21,2017-2018,3000000.0
124,James Johnson,Mia,PF,30.0,10.8,3.8,26.6,4.9,0.96,0.71,2017-2018,14651700.0
125,Jarell Martin,Mem,PF,23.0,7.7,1.0,22.8,4.4,0.53,0.68,2017-2018,1471382.0
126,Markieff Morris,Was,PF,28.0,11.5,1.9,27.0,5.6,0.78,0.51,2017-2018,8600000.0
127,Bobby Portis,Chi,PF,22.0,13.2,1.7,22.5,6.8,0.67,0.32,2017-2018,2494346.0
128,Marc Gasol,Mem,C,33.0,17.2,4.2,33.0,8.1,0.74,1.4,2017-2018,22642350.0
129,Sindarius Thornwell,Lac,SG,23.0,3.9,0.9,15.8,1.9,0.66,0.34,2017-2018,815615.0
130,Kyle Korver,Cle,SG,36.0,9.2,1.2,21.6,2.3,0.42,0.37,2017-2018,7560000.0
131,DeMarre Carroll,Bro,SF,31.0,13.5,2.0,29.9,6.6,0.81,0.41,2017-2018,15400000.0
132,Trey Lyles,Den,PF,22.0,9.9,1.2,19.1,4.8,0.41,0.47,2017-2018,2441400.0
133,James Harden,Hou,PG,28.0,30.4,8.8,35.4,5.4,1.76,0.69,2017-2018,28299399.0
134,Tyler Johnson,Mia,SG,25.0,11.7,2.3,28.5,3.4,0.83,0.47,2017-2018,19245370.0
135,Marquese Chriss,Pho,PF,20.0,7.7,1.2,21.2,5.5,0.71,0.97,2017-2018,3073800.0
136,Jarrett Allen,Bro,C,19.0,8.2,0.7,20.0,5.4,0.39,1.22,2017-2018,2034120.0
137,Justin Holiday,Chi,SG,28.0,12.2,2.1,31.5,4.0,1.11,0.43,2017-2018,4384616.0
138,Maxi Kleber,Dal,F,26.0,5.4,0.7,16.8,3.3,0.36,0.65,2017-2018,815615.0
139,Al Horford,Bos,C,31.0,12.9,4.7,31.6,7.4,0.6,1.08,2017-2018,27734406.0
140,Eric Bledsoe,Mil,PG,28.0,17.8,5.1,31.5,3.9,2.04,0.56,2017-2018,15000000.0
141,Shaun Livingston,Gol,PG,32.0,5.5,2.0,15.9,1.8,0.49,0.3,2017-2018,7692308.0
142,Kosta Koufos,Sac,C,28.0,6.7,1.2,19.6,6.6,0.66,0.45,2017-2018,8393000.0
143,Caris LeVert,Bro,SG,23.0,12.1,4.2,26.2,3.7,1.15,0.31,2017-2018,1702800.0
144,Tyler Ulis,Pho,PG,22.0,7.8,4.4,23.4,1.8,0.99,0.1,2017-2018,1312611.0
145,Norman Powell,Tor,SG,24.0,5.5,1.3,15.2,1.7,0.53,0.23,2017-2018,9367200.0
146,Draymond Green,Gol,PF,27.0,11.0,7.3,32.7,7.6,1.34,1.3,2017-2018,17469565.0
147,Danny Green,San,SG,30.0,8.6,1.6,25.6,3.6,0.9,1.14,2017-2018,10000000.0
148,Jaylen Brown,Bos,SF,21.0,14.5,1.6,30.7,5.0,1.0,0.37,2017-2018,4956480.0
149,CJ Miles,Tor,SF,30.0,10.0,0.8,19.1,2.2,0.53,0.3,2017-2018,7936509.0
150,Jeff Teague,Min,PG,29.0,14.2,7.0,33.0,3.0,1.46,0.33,2017-2018,19000000.0
151,Shelvin Mack,Orl,PG,27.0,6.9,3.9,19.8,2.4,0.78,0.12,2017-2018,6000000.0
152,Dennis Smith Jr.,Dal,PG,20.0,15.2,5.2,29.7,3.8,1.03,0.26,2017-2018,3218280.0
153,Jonathon Simmons,Orl,SG,28.0,13.9,2.5,29.4,3.5,0.84,0.23,2017-2018,6000000.0
154,Stanley Johnson,Det,SF,21.0,8.7,1.6,27.4,3.7,1.38,0.2,2017-2018,3940402.0
155,Alex Len,Pho,C,24.0,8.5,1.2,20.2,7.5,0.39,0.88,2017-2018,4187599.0
156,Royce O'Neale,Uta,SF,24.0,5.0,1.4,16.7,3.4,0.52,0.23,2017-2018,815615.0
157,Darren Collison,Ind,PG,30.0,12.4,5.3,29.3,2.6,1.33,0.22,2017-2018,10000000.0
158,Josh Huestis,Okc,SF,26.0,2.3,0.3,14.2,2.3,0.22,0.62,2017-2018,1471382.0
159,Zaza Pachulia,Gol,C,33.0,5.4,1.6,14.1,4.7,0.55,0.25,2017-2018,3477600.0
160,Al-Farouq Aminu,Por,SF,27.0,9.3,1.2,30.0,7.6,1.14,0.58,2017-2018,7319035.0
161,J.J. Barea,Dal,PG,33.0,11.6,6.3,23.2,2.9,0.51,0.04,2017-2018,3903900.0
162,Bam Adebayo,Mia,PF,20.0,6.9,1.5,19.8,5.5,0.46,0.59,2017-2018,2955840.0
163,Delon Wright,Tor,PG,25.0,8.0,2.9,20.8,2.9,1.04,0.48,2017-2018,2536898.0
164,Eric Gordon,Hou,SG,29.0,18.0,2.2,31.2,2.4,0.65,0.38,2017-2018,12943020.0
165,Lauri Markkanen,Chi,PF,20.0,15.2,1.2,29.7,7.5,0.57,0.59,2017-2018,4536120.0
166,Rondae Hollis-Jefferson,Bro,SF,23.0,13.9,2.5,28.2,6.8,0.96,0.71,2017-2018,2470357.0
167,Justise Winslow,Mia,SF,21.0,7.8,2.2,24.7,5.4,0.79,0.49,2017-2018,3448926.0
168,Justin Jackson,Sac,SF,22.0,6.7,1.1,22.2,2.8,0.41,0.19,2017-2018,2365560.0
169,Eric Moreland,Det,PF,26.0,2.1,1.2,12.0,4.1,0.46,0.76,2017-2018,1826300.0
170,Isaiah Taylor,Atl,PG,23.0,6.6,3.1,17.4,1.4,0.51,0.15,2017-2018,1544951.0
171,Trevor Ariza,Hou,SF,32.0,11.7,1.6,33.9,4.4,1.46,0.19,2017-2018,7420912.0
